id,name,company_name_cleaned
4283,HANDICENTRE (HOLDINGS) LIMITED,Handicentre
4284,I S DEVELOPMENTS (UK) LIMITED,I S Developments
4285,ANNAN TRAVEL LIMITED,Annan Travel
4286,BDS GWYNEDD LTD,Bds Gwynedd
4287,FIX MY FINANCES LIMITED,Fix My Finances
4288,OAKYARD (UK) LIMITED,Oakyard
4289,GLOBAL INFRASTRUCTURE CONSULTANTS LIMITED,Global Infrastructure Consultants
4290,IXTY LTD,Ixty
4291,CORNLEA CONSULTING LIMITED,Cornlea Consulting
4292,ELITE ASSOCIATES HOLDINGS EUROPE LIMITED,Elite Associates Holdings Europe
4293,APMP CONSULTANCY LIMITED,Apmp Consultancy
4294,FOUGOU MUSIC LTD,Fougou Music
4295,ESSEX GOLF UNION LIMITED,Essex Golf Union
4296,LION DESIGN LTD,Lion Design
4297,INTERCLAD ASSOCIATES LIMITED,Interclad Associates
4298,A&M INTERIORS LTD,A&M Interiors
4299,HALCYON HOUSE BEAUTY LTD,Halcyon House Beauty
4300,MULROY CIVIL ENGINEERING (SCOTLAND) LIMITED,Mulroy Civil Engineering
4301,HORLEY MOTOR & ENGINEERING COMPANY LTD,Horley Motor & Engineering
4302,FERNBANK LIMITED,Fernbank
4303,KOBALT CONSULTING LTD,Kobalt Consulting
4304,TANNICE.CO.UK LIMITED,Tannice.Co.Uk
4305,CARTRIDGE WORLD CHESTER LTD,Cartridge World Chester
4306,FUNKY MEDICS LIMITED,Funky Medics
4307,GYM EXILE LTD,Gym Exile
4308,COASTAL CAREER CONSULTANTS LTD,Coastal Career Consultants
4309,KLAS INTERNATIONAL LIMITED,Klas International
4310,CROWN VETERINARY CLINIC LIMITED,Crown Veterinary Clinic
4311,LEAT SERVICES LTD,Leat Services
4312,CENTRAS ASSOCIATES LIMITED,Centras Associates
4313,EMMA VICTORIA ID LIMITED,Emma Victoria Id
4314,JAGGED GLOBE (CLIMB TREK SKI) LTD,Jagged Globe
4315,EHI CV3 UK LIMITED,Ehi Cv3
4316,MARKETING TOWN LIMITED,Marketing Town
4317,COLDHARBOUR GALLERY LIMITED,Coldharbour Gallery
4318,BARGAIN ACCOUNTANCY LIMITED,Bargain Accountancy
4319,ICCL LTD,Iccl
4320,B&H ENGINEERING LTD,B&H Engineering
4321,LARDNER ASSOCIATES LTD,Lardner Associates
4322,KENT HEATING AND PLUMBING LIMITED,Kent Heating And Plumbing
4323,HIGHFIELD CONSULTING SERVICES LIMITED,Highfield Consulting Services
4324,DECORUM EST LIMITED,Decorum Est
4325,ENGAGING ENERGY LIMITED,Engaging Energy
4326,L & M PARNABY LIMITED,L & M Parnaby
4327,LASERTYPE LIMITED,Lasertype
4328,HEURISTICS CONSULTING LIMITED,Heuristics Consulting
4329,RUFF INDUSTRIES LIMITED,Ruff Industries
4330,CFD ENGINE LTD,Cfd Engine
4331,CHELTONIAN LTD,Cheltonian
4332,MARCH CONSULTANCY LTD,March Consultancy
4333,DEAN JAMES LTD,Dean James
4334,JEREMYS CAREBUDDIES LIMITED,Jeremys Carebuddies
4335,DOITLIKEITSYOURJOB LIMITED,Doitlikeitsyourjob
4336,DOMO CONSULTING LTD,Domo Consulting
4337,UNIVERSAL ACCOUNTANCY LTD,Universal Accountancy
4338,GDI DESIGN LIMITED,Gdi Design
4339,DEVOPSSHOP LIMITED,Devopsshop
4340,S & J SPRINKLERS LIMITED,S & J Sprinklers
4341,L W FASTENERS LTD,L W Fasteners
4342,MCA PROPERTY DEVELOPMENT LIMITED,Mca Property Development
4343,JWD SUSSEX LIMITED,Jwd Sussex
4344,DEBORAHBURGESS LTD,Deborahburgess
4345,CORNBANK LETTING LTD,Cornbank Letting
4346,GATEPAY LIMITED,Gatepay
4347,ZUCCONI & CO. LIMITED,Zucconi
4348,RUBY JEWELLERY LTD,Ruby Jewellery
4349,OUTSOURCED ENERGY LTD.,Outsourced Energy
4350,LEOS ELIZABETH HOUSE LTD,Leos Elizabeth House
4351,EXMOUTH CYCLE HIRE LIMITED,Exmouth Cycle Hire
4352,SIXTEEN11 MEDIA GROUP LTD,Sixteen11 Media Group
4353,PERCEPTIO LTD,Perceptio
4354,YOUNG STAR ELECTRICAL LTD,Young Star Electrical
4355,PAYMENT RISK CONSULTANTS LTD,Payment Risk Consultants
4356,DIET ROUTE UK LTD,Diet Route
4357,EYES ON DRAINAGE SERVICES LIMITED,Eyes On Drainage Services
4358,APEX TECHNOLOGIES LTD,Apex Technologies
4359,FROCH CONSULTANCY LIMITED,Froch Consultancy
4360,DORSET SHELLFISH LIMITED,Dorset Shellfish
4361,TRANS-COOL SOLUTIONS LTD,Trans-Cool Solutions
4362,THE WESTCOTT GROUP LTD,The Westcott Group
4363,JAY CCTV SOLUTIONS (JCS) LTD,Jay Cctv Solutions
4364,SWEET MATE PRODUCTIONS LTD,Sweet Mate Productions
4365,PROJECT MANAGEMENT GLOBAL SOLUTIONS LIMITED,Project Management Global Solutions
4366,PANTHERA ESTATE PLANNING LTD,Panthera Estate Planning
4367,SUNRISE TRANSITIONAL SERVICES LIMITED,Sunrise Transitional Services
4368,FACE SYSTEMS LIMITED,Face Systems
4369,TOP MARKS WINDOW CLEANING LIMITED,Top Marks Window Cleaning
4370,PRETTYAMAZINGROUP LTD,Prettyamazingroup
4371,J C WOODCOCK LTD,J C Woodcock
4372,ROCKROSE EQUESTRIAN LIMITED,Rockrose Equestrian
4373,HYPER CARS IPSWICH LTD,Hyper Cars Ipswich
4374,TMW DEVELOPMENT LTD,Tmw Development
4375,AIZIO ASSOCIATES LTD,Aizio Associates
4376,WHALEBONE FILMS LIMITED,Whalebone Films
4377,PJ DAWSON LTD,Pj Dawson
4378,BECKWOOD DEVELOPMENTS (OXFORD) LIMITED,Beckwood Developments
4379,REVOLUTION X EXHIBITIONS LTD,Revolution X Exhibitions
4380,FAREDEAL COACHES LTD,Faredeal Coaches
4381,POWER HEATING PLANTS LIMITED,Power Heating Plants
4382,DJ PHOTOGRAPHY LTD,Dj Photography
4383,STERLING TRADE LTD,Sterling Trade
4384,KAYLEIGH FLATTERY LTD,Kayleigh Flattery
4385,ETC ASSOCIATES LTD,Etc Associates
4386,FABRIC ARCHITECTS & SURVEYORS LTD,Fabric Architects & Surveyors
4387,LAMBERTS TRANSPORT LIMITED,Lamberts Transport
4388,W J W JOINERY LTD,W J W Joinery
4389,DOCUMENT2DATA LTD,Document2Data
4390,CROSSFIT (CHELTENHAM) LTD,Crossfit
4391,CRAWS LTD,Craws
4392,FINITY ASSET LIMITED,Finity Asset
4393,DIGITAL COMPOSITE LIMITED,Digital Composite
4394,C & S CONSULTANTS LIMITED,C & S Consultants
4395,DAVITAL LTD,Davital
4396,HELEN CRAWSHAW SEARCH LIMITED,Helen Crawshaw Search
4397,APL FILM CARS LTD,Apl Film Cars
4398,HENLEY CANOES LTD,Henley Canoes
4399,NATURAL DOG FOOD DIRECT LIMITED,Natural Dog Food Direct
4400,ARMAGH CHILD CONTACT CENTRE LTD,Armagh Child Contact Centre
4401,EL PROPERTIES LIMITED,El Properties
4402,YUMBLES MEDIA LTD,Yumbles Media
4403,SALEEM'S TAKEAWAY LTD,Saleem'S Takeaway
4404,THE NEIGHBOURHOOD OFFICE LIMITED,The Neighbourhood Office
4405,NIMBLEFINS LIMITED,Nimblefins
4406,A-LINE ELECTRICAL LTD,A-Line Electrical
4407,TONY BROOKE CARPET & FLOORING LTD,Tony Brooke Carpet & Flooring
4408,ADORN MAKEUP SUPPLIES LIMITED,Adorn Makeup Supplies
4409,PF GEOMATICS LTD,Pf Geomatics
4410,THE EVENTS INDUSTRY FORUM LTD,The Events Industry Forum
4411,BLA TRANSLATION LIMITED,Bla Translation
4412,LOKATE DESIGN LTD,Lokate Design
4413,SANDRIDGE ASSOCIATES LIMITED,Sandridge Associates
4414,RAINMAKER RECRUITERS LIMITED,Rainmaker Recruiters
4415,SMS HYDRAULICS LIMITED,Sms Hydraulics
4416,COMBUSTION INTERACTIVE LTD,Combustion Interactive
4417,MGA ENCOMPASS LIMITED,Mga Encompass
4418,AIKONA LTD,Aikona
4419,VEDRA WELDING LTD,Vedra Welding
4420,PIC CONSULTING LTD,Pic Consulting
4421,SKEGNESS RACEWAY LTD,Skegness Raceway
4422,ADM (COVENTRY) LIMITED,Adm
4423,SJFITNESS4LIFE LIMITED,Sjfitness4Life
4424,DEDUCT LTD,Deduct
4425,ELYSIAN DEVELOPMENTS LIMITED,Elysian Developments
4426,AMORIN WARD ASSOCIATES LIMITED,Amorin Ward Associates
4427,FABTRACK LTD,Fabtrack
4428,ABHISOFT SOLUTIONS LTD,Abhisoft Solutions
4429,FUTURE DIGITAL SOLUTIONS LTD,Future Digital Solutions
4430,BKM MANNESMANN UK LTD,Bkm Mannesmann
4431,MCGONAGLE BUS & COACH HIRE LIMITED,Mcgonagle Bus & Coach Hire
4432,MACQUARRIE CONSULTING LTD,Macquarrie Consulting
4433,CORNERSTONES (UK) LTD,Cornerstones
4434,MACKAY QUANTITY SURVEYING LTD,Mackay Quantity Surveying
4435,SHEFFIELD AUTOGATES LIMITED,Sheffield Autogates
4436,CAPS SECURITY LTD,Caps Security
4437,C & G PROPERTY LIMITED,C & G Property
4438,LOSTTIME LIMITED,Losttime
4439,DALES IT LIMITED,Dales It
4440,SEQUENC LTD,Sequenc
4441,MILLARD SIGNS LIMITED,Millard Signs
4442,FRY ASSET MANAGEMENT LIMITED,Fry Asset Management
4443,WESTECH CONSTRUCTION LIMITED,Westech Construction
4444,SIMON HOPE LTD,Simon Hope
4445,ETON PROPERTIES LTD,Eton Properties
4446,BLOCKMATCH LIMITED,Blockmatch
4447,BARCODEX LIMITED,Barcodex
4448,DIGITALAID LIMITED,Digitalaid
4449,AAA VEHICLE LTD,Aaa Vehicle
4450,STUDIO 7 DANCE AND PERFORMING ARTS SCHOOL LTD,Studio 7 Dance And Performing Arts School
4451,KSS ASSOCIATES LIMITED,Kss Associates
4452,PDSI GROUP (UK) LTD,Pdsi Group
4453,GURMIT LIMITED,Gurmit
4454,RUCKLEY HOME FARM LTD,Ruckley Home Farm
4455,THE CAT'S MOTHER LIMITED,The Cat'S Mother
4456,GWYNANT LIMITED,Gwynant
4457,GO FINTEC LTD,Go Fintec
4458,S.J.JARRETT LTD,S.J.Jarrett
4459,SKY HIGH SOLUTIONS LTD,Sky High Solutions
4460,LEKKER MEDIA LTD,Lekker Media
4461,JAI PROPERTY MANAGEMENT LIMITED,Jai Property Management
4462,FN365 LTD,Fn365
4463,ARKLE ELECTRICAL LIMITED,Arkle Electrical
4464,TIME FOR TEETH LIMITED,Time For Teeth
4465,PERFECTLY BLENDED LIMITED,Perfectly Blended
4466,ASSENTA RAIL LIMITED,Assenta Rail
4467,CINNAMON MANUFACTURING LTD,Cinnamon Manufacturing
4468,CHARLEYS TAXI'S LIMITED,Charleys Taxi'S
4469,ELITE CAR PARKING MANAGEMENT LIMITED,Elite Car Parking Management
4470,JOB LOGISTICS LIMITED,Job Logistics
4471,DEESIDE FLIGHT SIMULATORS LIMITED,Deeside Flight Simulators
4472,GEORGE JAMES BRIDAL LTD,George James Bridal
4473,RH ASSET MANAGEMENT LIMITED,Rh Asset Management
4474,ARON BUILDERS LTD,Aron Builders
4475,APRIS MEDICAL SERVICES LTD,Apris Medical Services
4476,CYPHERS THEATRE COMPANY,Cyphers Theatre
4477,CABIN PRESSURE SPIRITS LTD,Cabin Pressure Spirits
4478,FX SCAFFOLDING LTD,Fx Scaffolding
4479,JOHN AND HANNAH LTD,John And Hannah
4480,CJG CONSULTING LTD,Cjg Consulting
4481,DPI CONSULTING LIMITED,Dpi Consulting
4482,DRAGON WOOD PRODUCTS LIMITED,Dragon Wood Products
4483,RADIOLOGY PARTNERSHIPS LIMITED,Radiology Partnerships
4484,DINING DIVA CATERING EQUIPMENT LTD,Dining Diva Catering Equipment
4485,LIVE IN THE LIVING ROOM LTD,Live In The Living Room
4486,BWEE LIMITED,Bwee
4487,GB AUTO SALES LTD,Gb Auto Sales
4488,BARCELONA SPIRIT BRANDS UK LIMITED,Barcelona Spirit Brands
4489,BATH WILLS LIMITED,Bath Wills
4490,IRMAM LTD,Irmam
4491,DORN (M & E) LIMITED,Dorn
4492,DNH ROOFING SPECIALISTS LTD,Dnh Roofing Specialists
4493,CONSTRUCTION COMMERCIAL MANAGEMENT CONSULTANCY LTD,Construction Commercial Management Consultancy
4494,ELITE M&E BUILDING SERVICES LIMITED,Elite M&E Building Services
4495,ETTEHAD FOUNDATION,Ettehad Foundation
4496,CENTURIAL VISION LTD,Centurial Vision
4497,KIMMY'S ZOO LIMITED,Kimmy'S Zoo
4498,THE NATION CONSULTANCY LTD,The Nation Consultancy
4499,LAPA CANINE SEARCH LIMITED,Lapa Canine Search
4500,DF & ASSOCIATES LIMITED,Df & Associates
4501,FUEL INJECTION NETWORK LTD,Fuel Injection Network
4502,HOPELINKS LTD,Hopelinks
4503,ELITE MAINTENANCE & DEVELOPMENT LIMITED,Elite Maintenance & Development
4504,DANIEL BARTON LTD,Daniel Barton
4505,F & J REFIX LTD,F & J Refix
4506,G S MAINTENANCE LIMITED,G S Maintenance
4507,AUFORA LTD,Aufora
4508,PRO-TIVITY LIMITED,Pro-Tivity
4509,VWL MARKETING LIMITED,Vwl Marketing
4510,CLAYTON P CONSTRUCTION LIMITED,Clayton P Construction
4511,S&S CLEANING SERVICES LTD,S&S Cleaning Services
4512,ST GEORGE ELECTRICAL LIMITED,St George Electrical
4513,DPA/OK LIMITED,Dpa/Ok
4514,CAMBRIDGE IMAGING SOLUTIONS LTD,Cambridge Imaging Solutions
4515,DIGITAL ARCHITECT SERVICES LTD,Digital Architect Services
4516,TRINITY SOCIAL WORK AND EDUCATION SOLUTIONS LTD,Trinity Social Work And Education Solutions
4517,BLACK RABBIT PROJECTS LIMITED,Black Rabbit Projects
4518,FITNESS & WELLBEING EDUCATION LTD,Fitness & Wellbeing Education
4519,LONDON CHAUFFEUR HIRE LTD,London Chauffeur Hire
4520,LUXURY COMMENTATOR LIMITED,Luxury Commentator
4521,SALT & LIGHT PRISM LTD,Salt & Light Prism
4522,MONKEY PEN LTD,Monkey Pen
4523,GAMESWISE LTD,Gameswise
4524,WEEKEND:IN LTD,Weekend:In
4525,VECTOR TRADE UK LIMITED,Vector Trade
4526,BURNSIDE PLANT HIRE LTD,Burnside Plant Hire
4527,DHUD LTD,Dhud
4528,CORNERSTONE FUNDRAISING & DEVELOPMENT LTD,Cornerstone Fundraising & Development
4529,EKASOA LIMITED,Ekasoa
4530,IVM BUILDING SERVICES LTD,Ivm Building Services
4531,EXPRESS LOCUM LIMITED,Express Locum
4532,LAYBOURNE HOLDINGS LTD,Laybourne Holdings
4533,EUROPA ELECTRONICS LTD,Europa Electronics
4534,SCOTT TIMMS CREATIVE LIMITED,Scott Timms Creative
4535,ELEPHANT EVENTS LTD,Elephant Events
4536,ARDPOLL INSTALLATION SERVICES LIMITED,Ardpoll Installation Services
4537,O' GORMAN CAR SALES LTD,O' Gorman Car Sales
4538,ASSURE PARTNERS LIMITED,Assure Partners
4539,FUN CASINO NIGHTS LIMITED,Fun Casino Nights
4540,THE VAPOUR LOUNGE LAURISTON LTD,The Vapour Lounge Lauriston
4541,FRESH HYGIENE UK LTD,Fresh Hygiene
4542,NEWCREST RESIDENTIAL LIMITED,Newcrest Residential
4543,UNION CALLS LIMITED,Union Calls
4544,SYBERDYNE SYSTEMS LIMITED,Syberdyne Systems
4545,BABYLOVE NANNIES LTD,Babylove Nannies
4546,BRICKMORE CONSTRUCTION LIMITED,Brickmore Construction
4547,LIVING WATER TECHNOLOGIES LTD,Living Water Technologies
4548,PTREE SURGERY AND GROUNDWORKS LIMITED,Ptree Surgery And Groundworks
4549,HOME BAR LIMITED,Home Bar
4550,JULIA DONNELLY SOLUTIONS LIMITED,Julia Donnelly Solutions
4551,SALUS GLOBAL SOLUTIONS LTD.,Salus Global Solutions
4552,ARCHAEOLOGY AND HERITAGE CONSULTANCY LTD,Archaeology And Heritage Consultancy
4553,WOODWARD-HARRIS LTD,Woodward-Harris
4554,INSPIREL LIMITED,Inspirel
4555,PRESTIGE LIMOS LTD,Prestige Limos
4556,HOME SWEET HOME (LONDON) LIMITED,Home Sweet Home
4557,FROSTY ICE LIMITED,Frosty Ice
4558,PROMO LONDON LIMITED,Promo London
4559,AIR TUNNEL SOLUTIONS LIMITED,Air Tunnel Solutions
4560,WILTON STUDIO LTD,Wilton Studio
4561,CONSULT 24 LTD,Consult 24
4562,BLINK TECH LIMITED,Blink Tech
4563,LUKE MILLER STUDIO LTD,Luke Miller Studio
4564,ASHLEY REALTY LTD,Ashley Realty
4565,HECTOR NEWTON LTD,Hector Newton
4566,DIMEWEST ENGINEERING LTD,Dimewest Engineering
4567,FLITCH LTD,Flitch
4568,CLARKE-WALKER CONSULTING LTD,Clarke-Walker Consulting
4569,GHB LTD,Ghb
4570,DIRECT WATER LTD,Direct Water
4571,ECLIPSE STAFFING LTD,Eclipse Staffing
4572,ASV LEGAL ADVISER LTD,Asv Legal Adviser
4573,BABY CHECK BATH C.I.C.,Baby Check Bath
4574,DISCOUNT HEATING LTD,Discount Heating
4575,AP LEGAL CONSULTANTS LIMITED,Ap Legal Consultants
4576,FRANKLINTILL LIMITED,Franklintill
4577,JPC ARCHITECTS LTD,Jpc Architects
4578,FORMA CONSTRUCTION LTD,Forma Construction
4579,HALO HOMECARE LIMITED,Halo Homecare
4580,FEAST OF ST PETER LIMITED,Feast Of St Peter
4581,APEXERS LTD,Apexers
4582,BMI CONSTRUCTION LTD,Bmi Construction
4583,UVENTURES LIMITED,Uventures
4584,BLACKWATER AUTOWORKS LTD,Blackwater Autoworks
4585,VALLYATHU TRADING LTD,Vallyathu Trading
4586,FOLDE SYSTEMS LIMITED,Folde Systems
4587,SANJHA CAMBERLEY LIMITED,Sanjha Camberley
4588,WRD SCAFFOLDING LIMITED,Wrd Scaffolding
4589,CRB TRANSPORT LIMITED,Crb Transport
4590,ELSTREE SCHOOL OF GYMNASTICS LTD,Elstree School Of Gymnastics
4591,AVIARD INSPIRES CIC,Aviard Inspires
4592,HORMANN ARCHITECTS LIMITED,Hormann Architects
4593,DIGITAL HUMAN LIMITED,Digital Human
4594,STARS & STRIPES LIMITED,Stars & Stripes
4595,THE LUXURY HAMPER COMPANY LIMITED,The Luxury Hamper
4596,MICRO SPRING & PRESSWORK COMPANY LIMITED(THE),Micro Spring & Presswork Company
4597,ARRA DISTRIBUTION LTD,Arra Distribution
4598,DRUKKER ENTERPRISES LIMITED,Drukker Enterprises
4599,THE DENTAL COMPANY LIMITED,The Dental
4600,EXCIPIENTS INDUSTRY FORUM LIMITED,Excipients Industry Forum
4601,BAILEY AIRCONDITIONING LTD,Bailey Airconditioning
4602,BALCON.ME LTD,Balcon.Me
4603,REBECCA BEATON ACCOUNTANCY SERVICES LTD,Rebecca Beaton Accountancy Services
4604,THE SKATEBOARDING FOUNDATION,The Skateboarding Foundation
4605,ICONIC WINDOW CLEANING LTD,Iconic Window Cleaning
4606,L&P CONSULTING LIMITED,L&P Consulting
4607,TEND3R LIMITED,Tend3R
4608,B EXPRESS LIMITED,B Express
4609,POTENCIAL LIMITED,Potencial
4610,LEAF LOBSTER LIMITED,Leaf Lobster
4611,FIZZY MEDIA LIMITED,Fizzy Media
4612,A.F REFRIGERATION (UK) LTD,A.F Refrigeration
4613,TECH SHOP LTD,Tech Shop
4614,OWEN SOLUTIONS LTD,Owen Solutions
4615,SUSIE AND TOTO LTD,Susie And Toto
4616,LAMORNA ASSOCIATES LTD,Lamorna Associates
4617,COMPANY CREATION CENTRE LIMITED,Company Creation Centre
4618,JACK MOORE (REDCAR) LIMITED,Jack Moore
4619,TIDEWAY WEALTH MANAGEMENT LTD,Tideway Wealth Management
4620,CAELUM AUDIO LTD,Caelum Audio
4621,INTA ELECTRICAL SERVICES LTD,Inta Electrical Services
4622,HEXATECH LTD,Hexatech
4623,DOLPHRAGON LTD,Dolphragon
4624,BRISTOL COMMUNITY DEVELOPMENT FINANCE LTD,Bristol Community Development Finance
4625,GLS PRIVATE OFFICE LTD,Gls Private Office
4626,SYNCFORE TECHNOLOGY SOLUTIONS LTD,Syncfore Technology Solutions
4627,ARTISAN INTERIORS LIMITED,Artisan Interiors
4628,HIGHWAY CIVIL ENGINEERING LTD,Highway Civil Engineering
4629,INSPIRATIONAL ADVENTURES LTD,Inspirational Adventures
4630,CITO FACILITIES LTD,Cito Facilities
4631,SO AND SO GAMES LTD,So And So Games
4632,XINNOVATE UK LTD,Xinnovate
4633,PESHO DIAMONDS LTD,Pesho Diamonds
4634,WESTBROOK TRAILERS LTD,Westbrook Trailers
4635,DRC CONGO INVESTMENT LTD,Drc Congo Investment
4636,CAREERDEVELOP C.I.C.,Careerdevelop
4637,WORLD ACADEMY OF MEDICAL LEADERSHIP LTD,World Academy Of Medical Leadership
4638,ALFRED ST LTD,Alfred St
4639,MAYNE MAINTENANCE AND BUILDING SERVICES LIMITED,Mayne Maintenance And Building Services
4640,WATERFRONT DIGITAL LTD,Waterfront Digital
4641,UBIQ GROUP LTD,Ubiq Group
4642,PATTERRN LTD,Patterrn
4643,MANE AND ROSE LIMITED,Mane And Rose
4644,DEMASE LTD,Demase
4645,SHANGHAI FULL HOUSEWARES CO.	 LTD,Shanghai Full Housewares
4646,STATOX LTD,Statox
4647,JAGGAR & CO ACCOUNTANTS LIMITED,Jaggar & Co Accountants
4648,AXTAX ACCOUNTANTS LIMITED,Axtax Accountants
4649,SKILLED CONSULTING LTD,Skilled Consulting
4650,MOV8 FINANCIAL LTD,Mov8 Financial
4651,DANON LP,Danon
4652,TALKRISK LTD,Talkrisk
4653,SOUTHERNBROOK ESTATE MANAGEMENT LTD,Southernbrook Estate Management
4654,ADVANCED MORTGAGE SOLUTIONS LEICESTER LTD,Advanced Mortgage Solutions Leicester
4655,AM PM ESTATES LTD,Am Pm Estates
4656,AMBIE MEDIA LIMITED,Ambie Media
4657,ALLY DOORS LIMITED,Ally Doors
4658,AMANDA ANDERSON CONSULTING LIMITED,Amanda Anderson Consulting
4659,INTERNATIONAL TRUCK DRIVER LTD,International Truck Driver
4660,RA PARTNERS LTD,Ra Partners
4661,RS GLOBAL SOLUTIONS LIMITED,Rs Global Solutions
4662,DB HOMES (WELLAND) LTD,Db Homes
4663,COMPASS4COUPLES LIMITED,Compass4Couples
4664,ALFACORP LIMITED,Alfacorp
4665,SEVENOAKS FENCING LTD,Sevenoaks Fencing
4666,SYS TECHNOLOGY LTD,Sys Technology
4667,S HARRISON BUILDING SERVICES LIMITED,S Harrison Building Services
4668,ELECTRIC DAISY FLOWER FARM LTD,Electric Daisy Flower Farm
4669,BEAN DESIGNED LTD,Bean Designed
4670,KNOWLEDGE ADVENTURE LTD,Knowledge Adventure
4671,CHICKEN SHED CREATIONS LTD,Chicken Shed Creations
4672,INKDEX LTD,Inkdex
4673,CHESTERS HARCOURT LIMITED,Chesters Harcourt
4674,STRUCTURES LAB LIMITED,Structures Lab
4675,DDC LONDON LTD,Ddc London
4676,SARAH FALCONER LIMITED,Sarah Falconer
4677,NOVO IT SERVICES LTD,Novo It Services
4678,MIMRAM MEDIA LIMITED,Mimram Media
4679,NOCTURNAL PICTURES LTD.,Nocturnal Pictures
4680,UK INVESTMENT PROPERTY SERVICES LTD,Uk Investment Property Services
4681,RJV TECHNOLOGIES LTD,Rjv Technologies
4682,THROUGH THE LENS PHOTOGRAPHY AND EVENTS LTD,Through The Lens Photography And Events
4683,DUMBRECK LIMITED,Dumbreck
4684,SGB TESTING LTD,Sgb Testing
4685,CSM LEICESTER LTD,Csm Leicester
4686,INSOUND LIMITED,Insound
4687,A J PROPERTIES LIMITED,A J Properties
4688,PCP (LEICESTER) LIMITED,Pcp
4689,ACTION LEARNING ACADEMY LIMITED,Action Learning Academy
4690,OAKLEIGH HOUSE CONSULTING LTD,Oakleigh House Consulting
4691,AIRBORNE IMAGING LIMITED,Airborne Imaging
4692,THE RUGBY POD LTD,The Rugby Pod
4693,THE PROPERTY ASSESSMENT COMPANY LTD,The Property Assessment
4694,OUTSPOKEN SEX ED CIC,Outspoken Sex Ed
4695,VALLEY GROUP LIMITED,Valley Group
4696,CORBITTS LIMITED,Corbitts
4697,SUMMERS ELECTRICAL LIMITED,Summers Electrical
4698,THREE BLONDES AND A BRUNETTE LTD,Three Blondes And A Brunette
4699,CHARLOTTE LONDON LTD,Charlotte London
4700,PANKHANIYA SERVICES LIMITED,Pankhaniya Services
4701,PEGASUS CONSULTANTS LTD,Pegasus Consultants
4702,ROOTS OF CONNECTION LTD,Roots Of Connection
4703,THAT SPARK LTD,That Spark
4704,PROCTIMISE LIMITED,Proctimise
4705,NORTH STAR PLUMBING LTD,North Star Plumbing
4706,VISION ELECTRICAL LIMITED,Vision Electrical
4707,KASSIA SOUTHSEA LIMITED,Kassia Southsea
4708,MH IRRIGATION SERVICES LIMITED,Mh Irrigation Services
4709,EXCEL DENTAL LABORATORY LIMITED,Excel Dental Laboratory
4710,THIRD SPACE DEVELOPMENT LIMITED,Third Space Development
4711,BRADFORD LIVE,Bradford Live
4712,INSIGNIA IT LIMITED,Insignia It
4713,NEWHAM LONDON TUITION CENTRE LTD,Newham London Tuition Centre
4714,CORNERSTONE GOLF LIMITED,Cornerstone Golf
4715,OLD BARN BOOKS LTD,Old Barn Books
4716,LSH CONSTRUCTION LIMITED,Lsh Construction
4717,THE MOVEMENT MOVEMENT LTD,The Movement Movement
4718,GLENFORD LTD,Glenford
4719,DIDACTICA LTD,Didactica
4720,DYNASOFT BUSINESS SOLUTIONS LTD,Dynasoft Business Solutions
4721,MARYAM TEXTILES LTD,Maryam Textiles
4722,RAVEN HOMES LTD,Raven Homes
4723,SILVER OAK IT LIMITED,Silver Oak It
4724,ELLIOTT-POTTER INTERNATIONAL CONSULTANCY (EPIC) LTD,Elliott-Potter International Consultancy
4725,STONE REVIVAL LTD,Stone Revival
4726,TALK ABOUT VALUE LIMITED,Talk About Value
4727,APPTURO LTD,Appturo
4728,HSI RESEARCH LTD,Hsi Research
4729,WYNDHAM KELLETT & CO. LIMITED,Wyndham Kellett
4730,SECURE SECONDARY RETENTION SOLUTIONS LIMITED,Secure Secondary Retention Solutions
4731,EPAYSLIP NOW LIMITED,Epayslip Now
4732,AUXILIUM IT CONSULTANCY LTD,Auxilium It Consultancy
4733,PHARMA QUALITY SERVICES LIMITED,Pharma Quality Services
4734,INDIAN OCEAN TAKEAWAY LTD,Indian Ocean Takeaway
4735,JENSEN TILLEY LIMITED,Jensen Tilley
4736,ARES VENTURES LIMITED,Ares Ventures
4737,LOTUS FLOORING LTD,Lotus Flooring
4738,PSYCHOLOGY CARES LIMITED,Psychology Cares
4739,TAWAZUN HEALTH LTD,Tawazun Health
4740,EMBRACE CARE LTD,Embrace Care
4741,TYPE DRAW LTD,Type Draw
4742,GLASS VEGAS LTD,Glass Vegas
4743,DYNAMICS IN MOTION LIMITED,Dynamics In Motion
4744,PLECTRUMM LTD,Plectrumm
4745,CAVE OF LANKA LIMITED,Cave Of Lanka
4746,JEFFRIES GROUP LTD,Jeffries Group
4747,CHUKKA EVENTS LTD,Chukka Events
4748,MWK HOLDINGS LTD.,Mwk Holdings
4749,MI ARCHITECTS LTD,Mi Architects
4750,DIGITAL QUOTIENT SOLUTIONS LTD,Digital Quotient Solutions
4751,COCOON SOFABEDS LTD,Cocoon Sofabeds
4752,WOOF WOOF GROUP LTD,Woof Woof Group
4753,FAST CLEAN LTD,Fast Clean
4754,ROPA GLOBAL LIMITED,Ropa Global
4755,POSITIVE POD LTD,Positive Pod
4756,INTRA PERFORMANCE GROUP LIMITED,Intra Performance Group
4757,REPAIR PLUS LIMITED,Repair Plus
